synthetic_id,source_loan_id,synthetic_desc,is_synthetic_text,model,reasoning_effort,prompt_version,source_features_sha256,response_id,generation_timestamp_utc
syn_0017,lc_001843540,"After four years of employment, I am applying for a loan to consolidate my debts. The proceeds would combine those existing obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,fc651332363261a0d36a24379df137a32579da9d0a774ed5ebceb64192a41e9d,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0018,lc_002113276,"With existing obligations currently separate, I am seeking a debt consolidation loan. I intend to apply the funds solely toward combining those debts.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,57d4a75c0482ecb3215e5e33a0615f882b6d35012b6aa8e03e97ce8f5d2a5842,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0019,lc_001780273,"Living in a rental home, I am seeking a loan for debt consolidation. I would use the financing to combine my separate existing obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,5097afae9e81560f882fa40e1ccee073c6d53dd4a662963b1a87b502b5e38811,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0020,lc_002106959,Buying my next car is why I need a 36-month loan. I would put the financing toward the vehicle purchase and its transaction cost.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,51a40ee98ac85f4db183abfe8122de046955644e8fb6474595bdc36b50aa3b3b,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0021,lc_001821073,"Because I now want to consolidate my debts, I’m requesting this loan. The proceeds would bring the separate obligations together rather than fund any new spending or expense.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,aba57b03b456efbc47af11d463673111aacbdadbace9435048f9fd6d1a698103,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0022,lc_002127848,"With debts now handled as separate obligations, I want a consolidation loan that would bring them together under one installment account and direct all of the requested proceeds to that purpose rather than to any new purchase.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,f203720c2ea5aacc878da8455983f1f506074780e1d572763b39f3d14fc151ed,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0023,lc_001795522,Replacing separate debts with one consolidated account is the goal of my application. I would use this loan to combine those existing obligations.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,445f8559cf2cf2461457b855ff310088edf71adbeb2b23e1c76ebbb8d053894a,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0024,lc_002135216,"To make a major purchase, I’m asking for financing. The loan would be used for that purchase and nothing unrelated.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,562160c72bae651119c3d2b94204b69b4d7cb7f22fa7c2f4ce4128839c51e71e,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0025,lc_001826157,Replacing revolving card balances with one installment loan is my goal. I would direct the funds to my existing credit card debt and avoid adding new purchases.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,8f997f9ce8d21786489fc931a56dbab53737ecf32726d158986dcdce786ea38c,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0026,lc_001788084,Improvements I have planned for my home are behind this application. I would use the loan for that work and its associated project costs.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,375660464a1e8d52dee72fa44f0bbd871ae52803eb2385152a13c4885621f881,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0027,lc_001814184,"As I rent my home, I am applying for a loan to consolidate my debts. The financing would combine those separate existing obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,cb50b7a624b1b156b67337ab2c2a8c2521e871bbccab3b8f2054dbf066d59924,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0028,lc_001841194,One installment obligation would replace the balances on my existing credit cards. I am seeking this loan to refinance that revolving debt.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,3d1ef3f605485165a57ce99e541cf9ddfd016e8ddbf995d94f12f4e4ae78aa58,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0029,lc_001859725,The requested funds would be used only for debt consolidation. I intend to combine existing obligations through the current loan.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,b583b0108c91ee062ae5b53ecc4b815fa3fa7c12ae35e24787d462fb7e6a1d87,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0030,lc_001812033,A 36-month consolidation term would let me bring current debts into one account. I would direct the loan to those separate obligations.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,674852f2d539d07c6b08c50a4198584da896751fb9a8f276cc5fa73c94a616c3,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0031,lc_002108110,Combining my outstanding obligations is the reason for this application. I intend to use the full loan proceeds for debt consolidation. This request is designed to replace separate debts with a single installment account and does not include financing for another purpose.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,cf1ceace33a6126cd631d29b98e438161c557074b77b692cb9bc0047132b6780,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0032,lc_002120516,My mortgaged home is part of my circumstances as I seek financing for my small business. I would use the loan for business expenses.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,13a55d2cb44b3fb94d530909231d56d71082dcf9c9ee3068f87edafccab13544,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0033,lc_002105503,A planned home purchase has led me to seek financing. I would put the loan toward acquiring the house and keep the request focused on that purchase.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,f1a580fd06b5f1626ba741c702408fc5b05f34f060400debd802dfbd25c34ed4,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0034,lc_002133149,Supporting my small business is why I’m applying. I need financing for business use. The funds would stay with that purpose. That’s it.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,b743d585bfc4d21a30def627970a5172ce17b616c2075f74875a7fc59f2a4421,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0035,lc_002110814,My vacation plans would be covered through a 36-month loan. I am seeking the financing for travel and expenses connected with the trip.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,d9ea52c40fbce6c5471342e42b70000b4f6e1c6d9847bc31539cdb5532c9297f,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0036,lc_002124117,"Although my home is rented, I am applying for a loan to refinance my credit cards. The proceeds would replace those revolving balances.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,956e0274e530fd6d3d467bbed6a2a85d31b6f8eea07633ee2d8a86fa027a274b,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0037,lc_002134911,"Home improvement is the intended purpose of my loan request, and I am seeking a 36-month term so the proceeds can be used solely for that planned work.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,9afcc98b87b2e9ba4b5fb1caf85acfcd60243bb6e4fa01e13ede3caa634ecc56,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0038,lc_001802067,I want financing for a car purchase. My debt-to-income ratio is in the ten-to-nineteen-percent range. The loan proceeds would go to the vehicle. I have no other intended use.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,0ffa0d3445829462a8c35262d1c4478eb67fbf81090656e4212cc47979f64990,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0039,lc_001861171,"With my debts held as separate obligations, I am seeking a consolidation loan to bring them into one account. I have been employed for at least ten years, and I would direct the full proceeds to the existing debts. This request is solely about consolidation, not financing any new expense or purchase.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,90991c82a583e30fadc2b8d8b3a38fa0df0e155647f4d0254ff0b3decd5dae90,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0040,lc_002136286,Less than five thousand dollars would help me refinance my credit card debt. I intend to replace the existing card balance with this smaller installment loan.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,ebadbdf1dbb195d3fe39432aeca2bbce6c8721c072a7ec64d0fbdff06d04c5f6,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0041,lc_002130036,"A major purchase is the purpose of my financing request. My annual income falls between fifty thousand and just under seventy-five thousand dollars, and I would use the loan proceeds for that purchase.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,df8ca3ac930affaa1a668cb0d4c5e5e2b6ed45edb972848f956fd7d22c32e8d0,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0042,lc_001827266,Between twenty and just under thirty-five thousand dollars would refinance my credit card balances. I would apply that loan amount to the existing revolving debt.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,3950f82165d545a2f3fd4539ff812714025453bdde568f98d32295ab7e5dda3d,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0043,lc_001835776,"Bringing my debts together is why I’m applying. I’d use this loan only for debt consolidation, not for anything new.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,53795bc0ad3df242cb92eca3139a9dcc1fce82ff1d20fd0739632c6064086a78,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0044,lc_001747727,"Because my goal is debt consolidation, I would apply the proceeds only to existing obligations. The loan is not intended to pay directly for new goods or services.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,83023e8c6bb32589dd736a674a8dc413eb0ad702842532d49fe5aef7b01eb977,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0045,lc_001769066,Separate obligations are why I am seeking a debt consolidation loan. I would use the financing to combine those existing debts in one account.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,011a533a0d0548d93dd754b71fe79dc5355680c9c40f5f90b4e0a14a55cc21c1,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0046,lc_001845872,"Combining my debts through one loan is the reason I am applying. I currently rent my home, and the full proceeds would go toward consolidation. I want the requested borrowing to replace obligations that are now separate; it is not meant to finance another expense, service, or purchase whatsoever.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,3910ba84743d316af77654779cac91a5f1e7c34111d9c2a02161dcb7c2a003fe,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0047,lc_001822563,Cards with revolving balances are the reason for my application. I would refinance that existing credit card debt through one installment loan.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,1c03793ffcda08cb69a437c6d1501ada64741b6244f74723d88bcc30a6b7f180,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0048,lc_001858416,I need a 36-month loan to consolidate debts that are now spread across separate obligations. The proceeds would bring them together.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,bf29b897896fa66bf930428527923342e4a0dd0fa51d1b446c8d582d1eb8275f,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0049,lc_001813221,Business expenses are behind my financing request. I would use the loan to support my small business and needs connected with its operations.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,37c8b10af2b85a3f6b5496dd5763de964f174fa846200cf0722e181913a6c0c8,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0050,lc_001798295,"Using a 36-month term, this loan would bring my separate debts into one place. I plan to use the financing entirely for consolidating those existing obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,af4d0a14fc28e6ea2709f378f3439b71b875ca883271f43325fbb001f48f1b6e,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0051,lc_002100703,The requested funds would consolidate my debts. I seek a 36-month term. No new expenditure or purchase is included here.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,9895912f72cf7a927cba98c25d2a73f290fbe4a4044301ba873c556c3949ed5b,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0052,lc_001770394,Thirty-six-month debt consolidation is what I need to combine obligations that are currently separate. I would apply the proceeds to those existing debts.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,541012151e6be94a9b8efb7bf230536763df02bcc3d02da2a212f217f9fae2ad,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0053,lc_002110062,"Because my home needs improvement, I’m seeking financing. I have a mortgage. The funds are for that work. There’s no other purpose.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,a047e1b63d5996d356d3e3c35fe289eb56fa43462ff84e89297c39665e731337,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0054,lc_001838063,A major purchase itself is why I’m applying. I live in a rented home. The requested funds would cover that purchase. I wouldn’t use them for another unrelated purpose.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,730ba441225822bc9b167578166164bf4c21bde2f0a552272ee4f309581dbb9b,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0055,lc_001818671,Several separate debts prompted me to look for one consolidation loan. I would apply the financing to those existing obligations.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,4f317496441cb02af9c9cc762ad7570934c951cc68e762de0f1ead936ac4f643,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0056,lc_002115017,Another personal use is behind my loan request. I’m seeking a requested 60-month term for that general personal purpose alone.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,27c532945f7b0126709c644b455bbc6c0295bdeef0456d443747cc2d8d29432e,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0057,lc_002104378,"Although my home carries a mortgage, I am seeking this loan to consolidate other existing debts. The financing would combine those separate obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,6f8f4ef0e3ab5735ac791f2adb260d19f91b46a4b27e36dd28e91770a57ae57e,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0058,lc_002121553,Combining existing obligations is the whole point of my request. I’d like a 60-month debt consolidation loan that replaces those separate debts with one account for that purpose.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,2e90447565c8585381089f31f320b8a9a5238f2edab1b8aef5f2a06cbada4993,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0059,lc_002132158,"Bringing my debts into one loan is what I’m trying to do, so the proceeds would go entirely toward consolidation rather than finance any new expense or purchase.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,8d0b32b8112270e8f554aa15456e3434c37246a7b04084c4f6005709682644f1,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0060,lc_001813667,"With debts to consolidate now, I’d like one loan to combine them, and I have been employed for eight years.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,9298c029df8dd8641478698919a3fe58a9a1236fb294aa41cb8105ea5feda918,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0061,lc_002122965,Wedding costs are behind my request for a thirty-six-month loan. I would use the proceeds for expenses connected with the celebration and its arrangements.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,77dcec1d85ba37bbfcff544f9671df734268b11916e7b6e4bb53f9bf010f0524,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0062,lc_002110892,The funds would be for consolidating my debts. I’d use them on existing obligations. Nothing new is part of this request here. I simply want the debts combined.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,ad0d6409a16fccfc1d6994be6c5361f1fba2e78e9a45920731710a1816ee27b6,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0063,lc_001823047,Credit card debt would be refinanced through the 36-month installment loan I am seeking. I would use the proceeds to replace those revolving balances.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,90a9dec69e8842080fa1645791d9bd8f018244ba3f55d57b4719a688e8926ff6,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0064,lc_001755713,"Because I want my debts consolidated, I am seeking this loan. Existing obligations would be combined. The request includes no new expense.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,820f2d3f82d5912d0579d651367a7f8f5ef1476181fec635ead3e9927c9b53b1,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0065,lc_001847479,Work around my home is the reason I need financing. I plan to apply the loan to improvements on the property and the associated project costs.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,d85b14cf9e757a0caf6410fbcc129691ec8a91ac46a4128a63cf37372fec9ca7,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0066,lc_001858388,"After more than ten years of employment, I am seeking financing for a personal expense. The loan would cover that general need rather than a particular purchase.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,9150cab5d5c226b736eef74c8b0301be44d147ffe1ac9b9260908089635a3703,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0067,lc_002134339,"Across a thirty-six-month term, I would use this loan for improvements to my home. The planned work is the reason I am seeking financing now.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,332fb475b63395ac843f251571e5e69b9d781a78e4f81f1457ca56da7278e8b4,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0068,lc_002112861,"Because my existing debts are separate, I want to consolidate them through one loan. I am requesting a 60-month term, with all proceeds going only toward those obligations.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,b20b40eddb3a3237bc7e9fbb7f4c7ce9cd0068d5ac52648747db176081170355,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0069,lc_002125871,"Because I specifically need all requested funds for moving, I’m requesting this loan. I have been employed for three years.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,c48252558b8fb40d27df6415a3ba014b9e3c8fb47819a0fe7a400970dba7465e,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0070,lc_002116822,Financing a house purchase is my reason for applying. I would direct the loan toward acquiring the home and keep its use centered on that transaction.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,71cd5935691f42e02e6cf3b543e7cdb4cfa532a94744abd1e16809158705f3c9,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0071,lc_001816373,"I’m asking for a debt consolidation loan so I can bring my current obligations together. The proceeds would go solely to those debts and nowhere else. I’m not looking to fund a purchase, cover a new expense, or add unrelated borrowing; consolidation is the complete reason for this request.",1,gpt-5.6-sol,xhigh,synthetic-description-v2,2014394d855e521e179902a63bdbf76e5f9b498c447a9167173f58276057026b,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
syn_0072,lc_001818114,The 36-month term I am seeking would apply to a debt consolidation loan. I would use the proceeds to combine my separate existing obligations.,1,gpt-5.6-sol,xhigh,synthetic-description-v2,53d1fa114bf4e0c2798ee6c847516a44d05afba941bcaa8597edf84feb6b6179,codex-task-01a08e84-d1de-7111-a1f4-d347b997bf60-shard-0001-0500,2026-09-11T12:46:37.356812+00:00
